region,date,confirm
Wales,2020-12-30,2699
United Kingdom,2020-12-30,70791
East of England,2020-12-31,6472
England,2020-12-31,46681
London,2020-12-31,12385
Midlands,2020-12-31,7527
North East and Yorkshire,2020-12-31,3728
North West,2020-12-31,5211
Northern Ireland,2020-12-31,1724
Scotland,2020-12-31,2379
South East,2020-12-31,8458
South West,2020-12-31,2594
Wales,2020-12-31,2010
United Kingdom,2020-12-31,52794
East of England,2021-01-01,4021
England,2021-01-01,28219
London,2021-01-01,6735
Midlands,2021-01-01,4656
North East and Yorkshire,2021-01-01,2427
North West,2021-01-01,2863
Northern Ireland,2021-01-01,1248
Scotland,2021-01-01,1167
South East,2021-01-01,5534
South West,2021-01-01,1834
Wales,2021-01-01,1211
United Kingdom,2021-01-01,31845
East of England,2021-01-02,7287
England,2021-01-02,54161
London,2021-01-02,13621
Midlands,2021-01-02,9031
North East and Yorkshire,2021-01-02,4498
North West,2021-01-02,6897
Northern Ireland,2021-01-02,1927
Scotland,2021-01-02,2218
South East,2021-01-02,9550
South West,2021-01-02,3029
Wales,2021-01-02,2087
United Kingdom,2021-01-02,60393
East of England,2021-01-03,6502
England,2021-01-03,49507
London,2021-01-03,13107
Midlands,2021-01-03,7856
North East and Yorkshire,2021-01-03,4104
North West,2021-01-03,6540
Northern Ireland,2021-01-03,1631
Scotland,2021-01-03,2223
South East,2021-01-03,8380
South West,2021-01-03,2795
Wales,2021-01-03,1809
United Kingdom,2021-01-03,55170
East of England,2021-01-04,9349
England,2021-01-04,69104
London,2021-01-04,17221
Midlands,2021-01-04,11423
North East and Yorkshire,2021-01-04,5753
North West,2021-01-04,8205
Northern Ireland,2021-01-04,2004
Scotland,2021-01-04,2385
South East,2021-01-04,12506
South West,2021-01-04,4169
Wales,2021-01-04,2658
United Kingdom,2021-01-04,76151
East of England,2021-01-05,7233
England,2021-01-05,58035
London,2021-01-05,14536
Midlands,2021-01-05,9363
North East and Yorkshire,2021-01-05,4538
North West,2021-01-05,7741
Northern Ireland,2021-01-05,1619
Scotland,2021-01-05,3058
South East,2021-01-05,10377
South West,2021-01-05,3896
Wales,2021-01-05,2384
United Kingdom,2021-01-05,65096
East of England,2021-01-06,6247
England,2021-01-06,51316
London,2021-01-06,13537
Midlands,2021-01-06,8772
North East and Yorkshire,2021-01-06,4077
North West,2021-01-06,6597
Northern Ireland,2021-01-06,1526
Scotland,2021-01-06,2554
South East,2021-01-06,8526
South West,2021-01-06,3160
Wales,2021-01-06,1990
United Kingdom,2021-01-06,57386
East of England,2021-01-07,5802
England,2021-01-07,46828
London,2021-01-07,12050
Midlands,2021-01-07,7735
North East and Yorkshire,2021-01-07,3916
North West,2021-01-07,6140
Northern Ireland,2021-01-07,1238
Scotland,2021-01-07,2202
South East,2021-01-07,7929
South West,2021-01-07,2840
Wales,2021-01-07,1663
United Kingdom,2021-01-07,51931
East of England,2021-01-08,5228
England,2021-01-08,42340
London,2021-01-08,10517
Midlands,2021-01-08,7410
North East and Yorkshire,2021-01-08,3240
North West,2021-01-08,5621
Northern Ireland,2021-01-08,1236
Scotland,2021-01-08,1839
South East,2021-01-08,7310
South West,2021-01-08,2679
Wales,2021-01-08,1596
United Kingdom,2021-01-08,47011
East of England,2021-01-09,4063
England,2021-01-09,35445
London,2021-01-09,8729
Midlands,2021-01-09,6276
North East and Yorkshire,2021-01-09,2854
North West,2021-01-09,4932
Northern Ireland,2021-01-09,999
Scotland,2021-01-09,1498
South East,2021-01-09,5885
South West,2021-01-09,2483
Wales,2021-01-09,1142
United Kingdom,2021-01-09,39084
East of England,2021-01-10,3734
England,2021-01-10,32853
London,2021-01-10,7460
Midlands,2021-01-10,5962
North East and Yorkshire,2021-01-10,2802
North West,2021-01-10,5189
Northern Ireland,2021-01-10,881
Scotland,2021-01-10,1430
South East,2021-01-10,5370
South West,2021-01-10,2144
Wales,2021-01-10,1178
United Kingdom,2021-01-10,36342
East of England,2021-01-11,6131
England,2021-01-11,51995
London,2021-01-11,11532
Midlands,2021-01-11,9386
North East and Yorkshire,2021-01-11,4545
North West,2021-01-11,7426
Northern Ireland,2021-01-11,1263
Scotland,2021-01-11,2101
South East,2021-01-11,8868
South West,2021-01-11,3688
Wales,2021-01-11,1735
United Kingdom,2021-01-11,57094
East of England,2021-01-12,5227
England,2021-01-12,44674
London,2021-01-12,9820
Midlands,2021-01-12,8699
North East and Yorkshire,2021-01-12,3934
North West,2021-01-12,6351
Northern Ireland,2021-01-12,1117
Scotland,2021-01-12,1984
South East,2021-01-12,7202
South West,2021-01-12,3056
Wales,2021-01-12,1601
United Kingdom,2021-01-12,49376
East of England,2021-01-13,4908
England,2021-01-13,41149
London,2021-01-13,9302
Midlands,2021-01-13,8046
North East and Yorkshire,2021-01-13,3621
North West,2021-01-13,5381
Northern Ireland,2021-01-13,1058
Scotland,2021-01-13,1710
South East,2021-01-13,6725
South West,2021-01-13,2840
Wales,2021-01-13,1463
United Kingdom,2021-01-13,45380
East of England,2021-01-14,4588
England,2021-01-14,38519
London,2021-01-14,8912
Midlands,2021-01-14,7785
North East and Yorkshire,2021-01-14,2423
North West,2021-01-14,5152
Northern Ireland,2021-01-14,913
Scotland,2021-01-14,1624
South East,2021-01-14,6561
South West,2021-01-14,2770
Wales,2021-01-14,1311
United Kingdom,2021-01-14,42367
East of England,2021-01-15,4469
England,2021-01-15,36787
London,2021-01-15,8181
Midlands,2021-01-15,7605
North East and Yorkshire,2021-01-15,3173
North West,2021-01-15,4630
Northern Ireland,2021-01-15,847
Scotland,2021-01-15,1553
South East,2021-01-15,5996
South West,2021-01-15,2436
Wales,2021-01-15,1212
United Kingdom,2021-01-15,40399
East of England,2021-01-16,3007
England,2021-01-16,27656
London,2021-01-16,6164
Midlands,2021-01-16,5621
North East and Yorkshire,2021-01-16,2706
North West,2021-01-16,3930
Northern Ireland,2021-01-16,690
Scotland,2021-01-16,1176
South East,2021-01-16,4299
South West,2021-01-16,1732
Wales,2021-01-16,1005
United Kingdom,2021-01-16,30527
East of England,2021-01-17,3011
England,2021-01-17,26210
London,2021-01-17,5382
Midlands,2021-01-17,5697
North East and Yorkshire,2021-01-17,2587
North West,2021-01-17,3765
Northern Ireland,2021-01-17,611
Scotland,2021-01-17,1198
South East,2021-01-17,4023
South West,2021-01-17,1592
Wales,2021-01-17,825
United Kingdom,2021-01-17,28844
East of England,2021-01-18,4660
England,2021-01-18,40725
London,2021-01-18,8291
Midlands,2021-01-18,8492
North East and Yorkshire,2021-01-18,4080
North West,2021-01-18,5465
Northern Ireland,2021-01-18,909
Scotland,2021-01-18,1737
South East,2021-01-18,6558
South West,2021-01-18,2859
Wales,2021-01-18,1397
United Kingdom,2021-01-18,44768
East of England,2021-01-19,4012
England,2021-01-19,35971
London,2021-01-19,6998
Midlands,2021-01-19,7915
North East and Yorkshire,2021-01-19,3518
North West,2021-01-19,5114
Northern Ireland,2021-01-19,860
Scotland,2021-01-19,1557
South East,2021-01-19,5598
South West,2021-01-19,2472
Wales,2021-01-19,1081
United Kingdom,2021-01-19,39469
East of England,2021-01-20,3668
England,2021-01-20,31750
London,2021-01-20,6238
Midlands,2021-01-20,6967
North East and Yorkshire,2021-01-20,3395
North West,2021-01-20,4365
Northern Ireland,2021-01-20,777
Scotland,2021-01-20,1587
South East,2021-01-20,4784
South West,2021-01-20,2079
Wales,2021-01-20,971
United Kingdom,2021-01-20,35085
East of England,2021-01-21,3329
England,2021-01-21,28756
London,2021-01-21,5788
Midlands,2021-01-21,6181
North East and Yorkshire,2021-01-21,2932
North West,2021-01-21,3839
Northern Ireland,2021-01-21,753
Scotland,2021-01-21,1242
South East,2021-01-21,4431
South West,2021-01-21,2028
Wales,2021-01-21,909
United Kingdom,2021-01-21,31660
East of England,2021-01-22,3107
England,2021-01-22,26900
London,2021-01-22,5560
Midlands,2021-01-22,5907
North East and Yorkshire,2021-01-22,2614
North West,2021-01-22,3671
Northern Ireland,2021-01-22,608
Scotland,2021-01-22,1243
South East,2021-01-22,4106
South West,2021-01-22,1711
Wales,2021-01-22,772
United Kingdom,2021-01-22,29523
East of England,2021-01-23,2261
England,2021-01-23,19878
London,2021-01-23,4143
Midlands,2021-01-23,4281
North East and Yorkshire,2021-01-23,2068
North West,2021-01-23,2677
Northern Ireland,2021-01-23,469
Scotland,2021-01-23,937
South East,2021-01-23,3120
South West,2021-01-23,1202
Wales,2021-01-23,541
United Kingdom,2021-01-23,21825
East of England,2021-01-24,1774
England,2021-01-24,15454
London,2021-01-24,3114
Midlands,2021-01-24,2566
North East and Yorkshire,2021-01-24,2042
North West,2021-01-24,2679
Northern Ireland,2021-01-24,447
Scotland,2021-01-24,862
South East,2021-01-24,2204
South West,2021-01-24,991
Wales,2021-01-24,396
United Kingdom,2021-01-24,17159
East of England,2021-01-25,3176
England,2021-01-25,27104
London,2021-01-25,4956
Midlands,2021-01-25,5279
North East and Yorkshire,2021-01-25,3145
North West,2021-01-25,3907
Northern Ireland,2021-01-25,626
Scotland,2021-01-25,1322
South East,2021-01-25,4382
South West,2021-01-25,2047
Wales,2021-01-25,846
United Kingdom,2021-01-25,29898
East of England,2021-01-26,2861
England,2021-01-26,24431
London,2021-01-26,4140
Midlands,2021-01-26,5775
North East and Yorkshire,2021-01-26,2814
North West,2021-01-26,3452
Northern Ireland,2021-01-26,628
Scotland,2021-01-26,1175
South East,2021-01-26,3619
South West,2021-01-26,1583
Wales,2021-01-26,730
United Kingdom,2021-01-26,26964
East of England,2021-01-27,2536
England,2021-01-27,23240
London,2021-01-27,4201
Midlands,2021-01-27,5345
North East and Yorkshire,2021-01-27,2788
North West,2021-01-27,3297
Northern Ireland,2021-01-27,614
Scotland,2021-01-27,1113
South East,2021-01-27,3266
South West,2021-01-27,1625
Wales,2021-01-27,704
United Kingdom,2021-01-27,25671
East of England,2021-01-28,2430
England,2021-01-28,21842
London,2021-01-28,3849
Midlands,2021-01-28,5263
North East and Yorkshire,2021-01-28,2535
North West,2021-01-28,3081
Northern Ireland,2021-01-28,516
Scotland,2021-01-28,1120
South East,2021-01-28,3106
South West,2021-01-28,1414
Wales,2021-01-28,658
United Kingdom,2021-01-28,24136
East of England,2021-01-29,2131
England,2021-01-29,19684
London,2021-01-29,3375
Midlands,2021-01-29,4570
North East and Yorkshire,2021-01-29,2354
North West,2021-01-29,2891
Northern Ireland,2021-01-29,525
Scotland,2021-01-29,963
South East,2021-01-29,2774
South West,2021-01-29,1427
Wales,2021-01-29,598
United Kingdom,2021-01-29,21770
East of England,2021-01-30,1618
England,2021-01-30,14998
London,2021-01-30,2621
Midlands,2021-01-30,3407
North East and Yorkshire,2021-01-30,1985
North West,2021-01-30,2201
Northern Ireland,2021-01-30,398
Scotland,2021-01-30,785
South East,2021-01-30,2110
South West,2021-01-30,947
Wales,2021-01-30,486
United Kingdom,2021-01-30,16667
East of England,2021-01-31,1505
England,2021-01-31,13708
London,2021-01-31,2231
Midlands,2021-01-31,3229
North East and Yorkshire,2021-01-31,1982
North West,2021-01-31,2176
Northern Ireland,2021-01-31,391
Scotland,2021-01-31,814
South East,2021-01-31,1660
South West,2021-01-31,840
Wales,2021-01-31,460
United Kingdom,2021-01-31,15373
East of England,2021-02-01,2148
England,2021-02-01,20106
London,2021-02-01,3289
Midlands,2021-02-01,4751
North East and Yorkshire,2021-02-01,2711
North West,2021-02-01,2997
Northern Ireland,2021-02-01,519
Scotland,2021-02-01,1100
South East,2021-02-01,2773
South West,2021-02-01,1293
Wales,2021-02-01,612
United Kingdom,2021-02-01,22337
East of England,2021-02-02,1974
England,2021-02-02,17657
London,2021-02-02,2943
Midlands,2021-02-02,4277
North East and Yorkshire,2021-02-02,1874
North West,2021-02-02,2777
Northern Ireland,2021-02-02,446
Scotland,2021-02-02,1050
South East,2021-02-02,2502
South West,2021-02-02,1178
Wales,2021-02-02,599
United Kingdom,2021-02-02,19752
East of England,2021-02-03,1822
England,2021-02-03,17410
London,2021-02-03,2696
Midlands,2021-02-03,4070
North East and Yorkshire,2021-02-03,2598
North West,2021-02-03,2652
Northern Ireland,2021-02-03,473
Scotland,2021-02-03,928
South East,2021-02-03,2316
South West,2021-02-03,1128
Wales,2021-02-03,583
United Kingdom,2021-02-03,19394
East of England,2021-02-04,1624
England,2021-02-04,16152
London,2021-02-04,2464
Midlands,2021-02-04,3860
North East and Yorkshire,2021-02-04,2379
North West,2021-02-04,2582
Northern Ireland,2021-02-04,397
Scotland,2021-02-04,901
South East,2021-02-04,2091
South West,2021-02-04,1029
Wales,2021-02-04,501
United Kingdom,2021-02-04,17951
East of England,2021-02-05,1469
England,2021-02-05,13974
London,2021-02-05,2108
Midlands,2021-02-05,3353
North East and Yorkshire,2021-02-05,2042
North West,2021-02-05,2119
Northern Ireland,2021-02-05,430
Scotland,2021-02-05,938
South East,2021-02-05,1808
South West,2021-02-05,940
Wales,2021-02-05,501
United Kingdom,2021-02-05,15843
East of England,2021-02-06,1068
England,2021-02-06,10581
London,2021-02-06,1540
Midlands,2021-02-06,2630
North East and Yorkshire,2021-02-06,1695
North West,2021-02-06,1765
Northern Ireland,2021-02-06,311
Scotland,2021-02-06,714
South East,2021-02-06,1203
South West,2021-02-06,626
Wales,2021-02-06,359
United Kingdom,2021-02-06,11965
East of England,2021-02-07,948
England,2021-02-07,10134
London,2021-02-07,1338
Midlands,2021-02-07,2466
North East and Yorkshire,2021-02-07,1721
North West,2021-02-07,1704
Northern Ireland,2021-02-07,282
Scotland,2021-02-07,657
South East,2021-02-07,1208
South West,2021-02-07,705
Wales,2021-02-07,284
United Kingdom,2021-02-07,11357
East of England,2021-02-08,1236
England,2021-02-08,13839
London,2021-02-08,1795
Midlands,2021-02-08,3606
North East and Yorkshire,2021-02-08,2136
North West,2021-02-08,2353
Northern Ireland,2021-02-08,371
Scotland,2021-02-08,993
South East,2021-02-08,1642
South West,2021-02-08,993
Wales,2021-02-08,492
United Kingdom,2021-02-08,15695
East of England,2021-02-09,1163
England,2021-02-09,12242
London,2021-02-09,1658
Midlands,2021-02-09,3051
North East and Yorkshire,2021-02-09,1984
North West,2021-02-09,2067
Northern Ireland,2021-02-09,330
Scotland,2021-02-09,757
South East,2021-02-09,1461
South West,2021-02-09,760
Wales,2021-02-09,464
United Kingdom,2021-02-09,13793
East of England,2021-02-10,1244
England,2021-02-10,11838
London,2021-02-10,1530
Midlands,2021-02-10,2930
North East and Yorkshire,2021-02-10,1932
North West,2021-02-10,1872
Northern Ireland,2021-02-10,347
Scotland,2021-02-10,843
South East,2021-02-10,1387
South West,2021-02-10,841
Wales,2021-02-10,450
United Kingdom,2021-02-10,13478
East of England,2021-02-11,1070
England,2021-02-11,11225
London,2021-02-11,1437
Midlands,2021-02-11,2864
North East and Yorkshire,2021-02-11,1879
North West,2021-02-11,1916
Northern Ireland,2021-02-11,293
Scotland,2021-02-11,844
South East,2021-02-11,1247
South West,2021-02-11,736
Wales,2021-02-11,377
United Kingdom,2021-02-11,12739
East of England,2021-02-12,992
England,2021-02-12,10562
London,2021-02-12,1274
Midlands,2021-02-12,2746
North East and Yorkshire,2021-02-12,1738
North West,2021-02-12,1755
Northern Ireland,2021-02-12,280
Scotland,2021-02-12,901
South East,2021-02-12,1256
South West,2021-02-12,733
Wales,2021-02-12,407
United Kingdom,2021-02-12,12150
East of England,2021-02-13,760
England,2021-02-13,7738
London,2021-02-13,864
Midlands,2021-02-13,1996
North East and Yorkshire,2021-02-13,1403
North West,2021-02-13,1273
Northern Ireland,2021-02-13,193
Scotland,2021-02-13,540
South East,2021-02-13,923
South West,2021-02-13,478
Wales,2021-02-13,282
United Kingdom,2021-02-13,8753
East of England,2021-02-14,685
England,2021-02-14,7531
London,2021-02-14,880
Midlands,2021-02-14,1907
North East and Yorkshire,2021-02-14,1441
North West,2021-02-14,1322
Northern Ireland,2021-02-14,249
Scotland,2021-02-14,682
South East,2021-02-14,823
South West,2021-02-14,437
Wales,2021-02-14,289
United Kingdom,2021-02-14,8751
East of England,2021-02-15,1132
England,2021-02-15,12462
London,2021-02-15,1377
Midlands,2021-02-15,3446
North East and Yorkshire,2021-02-15,2120
North West,2021-02-15,2239
Northern Ireland,2021-02-15,378
Scotland,2021-02-15,965
South East,2021-02-15,1358
South West,2021-02-15,708
Wales,2021-02-15,453
United Kingdom,2021-02-15,14258
East of England,2021-02-16,999
England,2021-02-16,10816
London,2021-02-16,1194
Midlands,2021-02-16,2891
North East and Yorkshire,2021-02-16,2058
North West,2021-02-16,1843
Northern Ireland,2021-02-16,313
Scotland,2021-02-16,907
South East,2021-02-16,1167
South West,2021-02-16,586
Wales,2021-02-16,442
United Kingdom,2021-02-16,12478
East of England,2021-02-17,881
England,2021-02-17,10025
London,2021-02-17,1086
Midlands,2021-02-17,2697
North East and Yorkshire,2021-02-17,1889
North West,2021-02-17,1668
Northern Ireland,2021-02-17,338
Scotland,2021-02-17,828
South East,2021-02-17,1106
South West,2021-02-17,606
Wales,2021-02-17,373
United Kingdom,2021-02-17,11564
East of England,2021-02-18,915
England,2021-02-18,9904
London,2021-02-18,1100
Midlands,2021-02-18,2586
North East and Yorkshire,2021-02-18,1895
North West,2021-02-18,1595
Northern Ireland,2021-02-18,278
Scotland,2021-02-18,878
South East,2021-02-18,1109
South West,2021-02-18,642
Wales,2021-02-18,343
United Kingdom,2021-02-18,11403
East of England,2021-02-19,733
England,2021-02-19,8881
London,2021-02-19,1025
Midlands,2021-02-19,2364
North East and Yorkshire,2021-02-19,1671
North West,2021-02-19,1454
Northern Ireland,2021-02-19,298
Scotland,2021-02-19,891
South East,2021-02-19,1008
South West,2021-02-19,558
Wales,2021-02-19,310
United Kingdom,2021-02-19,10380
East of England,2021-02-20,654
England,2021-02-20,6889
London,2021-02-20,798
Midlands,2021-02-20,1733
North East and Yorkshire,2021-02-20,1289
North West,2021-02-20,1188
Northern Ireland,2021-02-20,235
Scotland,2021-02-20,660
South East,2021-02-20,796
South West,2021-02-20,404
Wales,2021-02-20,267
United Kingdom,2021-02-20,8051
East of England,2021-02-21,586
England,2021-02-21,6798
London,2021-02-21,738
Midlands,2021-02-21,1807
North East and Yorkshire,2021-02-21,1333
North West,2021-02-21,1210
Northern Ireland,2021-02-21,188
Scotland,2021-02-21,611
South East,2021-02-21,760
South West,2021-02-21,330
Wales,2021-02-21,273
United Kingdom,2021-02-21,7870
East of England,2021-02-22,861
England,2021-02-22,9850
London,2021-02-22,1019
Midlands,2021-02-22,2796
North East and Yorkshire,2021-02-22,1760
North West,2021-02-22,1755
Northern Ireland,2021-02-22,261
Scotland,2021-02-22,790
South East,2021-02-22,1057
South West,2021-02-22,553
Wales,2021-02-22,336
United Kingdom,2021-02-22,11237
East of England,2021-02-23,865
England,2021-02-23,8142
London,2021-02-23,918
Midlands,2021-02-23,2270
North East and Yorkshire,2021-02-23,1487
North West,2021-02-23,1309
Northern Ireland,2021-02-23,256
Scotland,2021-02-23,696
South East,2021-02-23,829
South West,2021-02-23,413
Wales,2021-02-23,288
United Kingdom,2021-02-23,9382
East of England,2021-02-24,623
England,2021-02-24,7291
London,2021-02-24,727
Midlands,2021-02-24,1980
North East and Yorkshire,2021-02-24,1493
North West,2021-02-24,1252
Northern Ireland,2021-02-24,281
Scotland,2021-02-24,700
South East,2021-02-24,778
South West,2021-02-24,384
Wales,2021-02-24,264
United Kingdom,2021-02-24,8536
East of England,2021-02-25,585
England,2021-02-25,6614
London,2021-02-25,649
Midlands,2021-02-25,1662
North East and Yorkshire,2021-02-25,1373
North West,2021-02-25,1223
Northern Ireland,2021-02-25,249
Scotland,2021-02-25,629
South East,2021-02-25,726
South West,2021-02-25,348
Wales,2021-02-25,225
United Kingdom,2021-02-25,7717
East of England,2021-02-26,513
England,2021-02-26,5664
London,2021-02-26,619
Midlands,2021-02-26,1440
North East and Yorkshire,2021-02-26,1208
North West,2021-02-26,932
Northern Ireland,2021-02-26,181
Scotland,2021-02-26,521
South East,2021-02-26,598
South West,2021-02-26,313
Wales,2021-02-26,202
United Kingdom,2021-02-26,6568
East of England,2021-02-27,333
England,2021-02-27,4104
London,2021-02-27,499
Midlands,2021-02-27,1033
North East and Yorkshire,2021-02-27,893
North West,2021-02-27,658
Northern Ireland,2021-02-27,159
Scotland,2021-02-27,413
South East,2021-02-27,445
South West,2021-02-27,206
Wales,2021-02-27,139
United Kingdom,2021-02-27,4815
East of England,2021-02-28,352
England,2021-02-28,3952
London,2021-02-28,473
Midlands,2021-02-28,1004
North East and Yorkshire,2021-02-28,832
North West,2021-02-28,621
Northern Ireland,2021-02-28,125
Scotland,2021-02-28,425
South East,2021-02-28,441
South West,2021-02-28,210
Wales,2021-02-28,207
United Kingdom,2021-02-28,4709
East of England,2021-03-01,521
England,2021-03-01,5892
London,2021-03-01,549
Midlands,2021-03-01,1561
North East and Yorkshire,2021-03-01,1345
North West,2021-03-01,973
Northern Ireland,2021-03-01,195
Scotland,2021-03-01,546
South East,2021-03-01,544
South West,2021-03-01,358
Wales,2021-03-01,244
United Kingdom,2021-03-01,6877
East of England,2021-03-02,548
England,2021-03-02,5682
London,2021-03-02,657
Midlands,2021-03-02,1463
North East and Yorkshire,2021-03-02,1223
North West,2021-03-02,873
Northern Ireland,2021-03-02,214
Scotland,2021-03-02,519
South East,2021-03-02,571
South West,2021-03-02,282
Wales,2021-03-02,237
United Kingdom,2021-03-02,6652
East of England,2021-03-03,456
England,2021-03-03,5094
London,2021-03-03,579
Midlands,2021-03-03,1245
North East and Yorkshire,2021-03-03,1198
North West,2021-03-03,800
Northern Ireland,2021-03-03,167
Scotland,2021-03-03,495
South East,2021-03-03,520
South West,2021-03-03,269
Wales,2021-03-03,209
United Kingdom,2021-03-03,5965
East of England,2021-03-04,435
England,2021-03-04,4789
London,2021-03-04,509
Midlands,2021-03-04,1206
North East and Yorkshire,2021-03-04,1049
North West,2021-03-04,841
Northern Ireland,2021-03-04,171
Scotland,2021-03-04,558
South East,2021-03-04,441
South West,2021-03-04,273
Wales,2021-03-04,199
United Kingdom,2021-03-04,5717
East of England,2021-03-05,396
England,2021-03-05,4552
London,2021-03-05,500
Midlands,2021-03-05,1155
North East and Yorkshire,2021-03-05,1039
North West,2021-03-05,735
Northern Ireland,2021-03-05,151
Scotland,2021-03-05,464
South East,2021-03-05,451
South West,2021-03-05,239
Wales,2021-03-05,131
United Kingdom,2021-03-05,5298
East of England,2021-03-06,280
England,2021-03-06,3698
London,2021-03-06,400
Midlands,2021-03-06,873
North East and Yorkshire,2021-03-06,900
North West,2021-03-06,612
Northern Ireland,2021-03-06,147
Scotland,2021-03-06,477
South East,2021-03-06,404
South West,2021-03-06,198
Wales,2021-03-06,169
United Kingdom,2021-03-06,4491
East of England,2021-03-07,287
England,2021-03-07,3528
London,2021-03-07,407
Midlands,2021-03-07,900
North East and Yorkshire,2021-03-07,765
North West,2021-03-07,592
Northern Ireland,2021-03-07,163
Scotland,2021-03-07,434
South East,2021-03-07,358
South West,2021-03-07,202
Wales,2021-03-07,146
United Kingdom,2021-03-07,4271
East of England,2021-03-08,491
England,2021-03-08,5566
London,2021-03-08,562
Midlands,2021-03-08,1362
North East and Yorkshire,2021-03-08,1308
North West,2021-03-08,950
Northern Ireland,2021-03-08,229
Scotland,2021-03-08,588
South East,2021-03-08,565
South West,2021-03-08,293
Wales,2021-03-08,258
United Kingdom,2021-03-08,6641
East of England,2021-03-09,398
England,2021-03-09,5211
London,2021-03-09,590
Midlands,2021-03-09,1181
North East and Yorkshire,2021-03-09,1309
North West,2021-03-09,892
Northern Ireland,2021-03-09,191
Scotland,2021-03-09,654
South East,2021-03-09,532
South West,2021-03-09,284
Wales,2021-03-09,165
United Kingdom,2021-03-09,6221
East of England,2021-03-10,408
England,2021-03-10,5003
London,2021-03-10,528
Midlands,2021-03-10,1201
North East and Yorkshire,2021-03-10,1246
North West,2021-03-10,859
Northern Ireland,2021-03-10,201
Scotland,2021-03-10,624
South East,2021-03-10,493
South West,2021-03-10,240
Wales,2021-03-10,202
United Kingdom,2021-03-10,6030
East of England,2021-03-11,407
England,2021-03-11,4685
London,2021-03-11,453
Midlands,2021-03-11,1108
North East and Yorkshire,2021-03-11,1200
North West,2021-03-11,753
Northern Ireland,2021-03-11,192
Scotland,2021-03-11,663
South East,2021-03-11,483
South West,2021-03-11,245
Wales,2021-03-11,228
United Kingdom,2021-03-11,5768
East of England,2021-03-12,393
England,2021-03-12,4609
London,2021-03-12,509
Midlands,2021-03-12,1076
North East and Yorkshire,2021-03-12,1148
North West,2021-03-12,749
Northern Ireland,2021-03-12,181
Scotland,2021-03-12,585
South East,2021-03-12,443
South West,2021-03-12,261
Wales,2021-03-12,206
United Kingdom,2021-03-12,5581
East of England,2021-03-13,304
England,2021-03-13,3449
London,2021-03-13,363
Midlands,2021-03-13,791
North East and Yorkshire,2021-03-13,918
North West,2021-03-13,588
Northern Ireland,2021-03-13,139
Scotland,2021-03-13,463
South East,2021-03-13,340
South West,2021-03-13,126
Wales,2021-03-13,190
United Kingdom,2021-03-13,4241
East of England,2021-03-14,308
England,2021-03-14,3580
London,2021-03-14,362
Midlands,2021-03-14,846
North East and Yorkshire,2021-03-14,869
North West,2021-03-14,627
Northern Ireland,2021-03-14,114
Scotland,2021-03-14,445
South East,2021-03-14,358
South West,2021-03-14,196
Wales,2021-03-14,158
United Kingdom,2021-03-14,4297
